TUXJES_STARTED_ENDED_ALL_IN_1.pl
SERVER;JOB_NUMBER;JOB_NAME;DOMAIN;CLASS;PART_OF_DAY;STARTED;ENDED;RUNTIME_SECONDS;RETURN_CODE
dione;01416199;POIMSCOS;CO;0;3;2020-11-21 15:06:03;2020-11-21 15:06:05;2;C0000
dione;01416200;PTTME120;CO;F;3;2020-11-21 15:07:06;2020-11-21 15:07:07;1;C0004
dione;01416201;PITETT21;CO;I;3;2020-11-21 15:07:46;2020-11-21 15:07:56;10;C0000
dione;01416202;PTTME006;CO;F;3;2020-11-21 15:08:09;2020-11-21 15:08:10;1;C0000
dione;01416203;POROBOTS;CO;9;3;2020-11-21 15:10:04;2020-11-21 15:10:06;2;C0000
dione;01416204;POIMSCOS;CO;0;3;2020-11-21 15:11:03;2020-11-21 15:11:06;3;C0000
dione;01416205;PTTME120;CO;F;3;2020-11-21 15:12:22;2020-11-21 15:12:23;1;C0004
dione;01416206;PTTME006;CO;F;3;2020-11-21 15:13:09;2020-11-21 15:13:11;2;C0000
dione;01416207;POROBOTS;CO;9;3;2020-11-21 15:15:03;2020-11-21 15:15:06;3;C0000
dione;01416208;POIMSCOS;CO;0;3;2020-11-21 15:16:04;2020-11-21 15:16:06;2;C0000
dione;01416209;PTTME120;CO;F;3;2020-11-21 15:16:38;2020-11-21 15:16:39;1;C0004
dione;01416210;PTTME006;CO;F;3;2020-11-21 15:18:09;2020-11-21 15:18:11;2;C0000
dione;01416211;POROBOTS;CO;9;3;2020-11-21 15:20:04;2020-11-21 15:20:06;2;C0000
dione;01416212;POIMSCOS;CO;0;3;2020-11-21 15:21:04;2020-11-21 15:21:06;2;C0000
dione;01416213;PTTME120;CO;F;3;2020-11-21 15:21:47;2020-11-21 15:21:48;1;C0004
dione;01416214;PTTME006;CO;F;3;2020-11-21 15:23:08;2020-11-21 15:23:10;2;C0000
dione;01416215;POROBOTS;CO;9;3;2020-11-21 15:25:03;2020-11-21 15:25:06;3;C0000
dione;01416216;POIMSCOS;CO;0;3;2020-11-21 15:26:03;2020-11-21 15:26:05;2;C0000
dione;01416217;PTTME120;CO;F;3;2020-11-21 15:26:47;2020-11-21 15:26:48;1;C0004
dione;01416218;PTTME006;CO;F;3;2020-11-21 15:28:40;2020-11-21 15:28:43;3;C0000
dione;01416219;POROBOTS;CO;9;3;2020-11-21 15:30:03;2020-11-21 15:30:06;3;C0000
dione;01416220;POIMSCOS;CO;0;3;2020-11-21 15:31:03;2020-11-21 15:31:05;2;C0000
dione;01416221;PTTME120;CO;F;3;2020-11-21 15:32:01;2020-11-21 15:32:02;1;C0004
dione;01416222;PTTME006;CO;F;3;2020-11-21 15:33:09;2020-11-21 15:33:11;2;C0000
dione;01416223;POROBOTS;CO;9;3;2020-11-21 15:35:24;2020-11-21 15:35:26;2;C0000
dione;01416224;POIMSCOS;CO;0;3;2020-11-21 15:36:34;2020-11-21 15:36:36;2;C0000
dione;01416225;PTTME120;CO;F;3;2020-11-21 15:37:45;2020-11-21 15:37:46;1;C0004
dione;01416226;PTTME006;CO;F;3;2020-11-21 15:38:21;2020-11-21 15:38:23;2;C0000
dione;01416227;POROBOTS;CO;9;3;2020-11-21 15:40:03;2020-11-21 15:40:06;3;C0000
dione;01416228;POIMSCOS;CO;0;3;2020-11-21 15:41:04;2020-11-21 15:41:06;2;C0000
dione;01416229;PTTME120;CO;F;3;2020-11-21 15:42:29;2020-11-21 15:42:30;1;C0004
dione;01416230;PTTME006;CO;F;3;2020-11-21 15:43:09;2020-11-21 15:43:11;2;C0000
dione;01416231;POROBOTS;CO;9;3;2020-11-21 15:45:03;2020-11-21 15:45:06;3;C0000
dione;01416232;POIMSCOS;CO;0;3;2020-11-21 15:46:03;2020-11-21 15:46:05;2;C0000
dione;01416233;PTTME120;CO;F;3;2020-11-21 15:46:40;2020-11-21 15:46:41;1;C0004
dione;01416234;PTTME006;CO;F;3;2020-11-21 15:48:09;2020-11-21 15:48:11;2;C0000
dione;01416235;POROBOTS;CO;9;3;2020-11-21 15:50:04;2020-11-21 15:50:07;3;C0000
dione;01416236;POIMSCOS;CO;0;3;2020-11-21 15:51:02;2020-11-21 15:51:04;2;C0000
dione;01416237;PTTME120;CO;F;3;2020-11-21 15:51:55;2020-11-21 15:51:56;1;C0004
dione;01416238;PTTME006;CO;F;3;2020-11-21 15:53:08;2020-11-21 15:53:10;2;C0000
dione;01416239;POROBOTS;CO;9;3;2020-11-21 15:55:02;2020-11-21 15:55:05;3;C0000
dione;01416240;POIMSCOS;CO;0;3;2020-11-21 15:56:03;2020-11-21 15:56:05;2;C0000
dione;01416241;PTTME120;CO;F;3;2020-11-21 15:57:12;2020-11-21 15:57:13;1;C0004
dione;01416242;PTTME006;CO;F;3;2020-11-21 15:58:09;2020-11-21 15:58:11;2;C0000
dione;01416243;POROBOTS;CO;9;3;2020-11-21 16:00:04;2020-11-21 16:00:07;3;C0000
dione;01416244;POIMSCOS;CO;0;3;2020-11-21 16:01:02;2020-11-21 16:01:04;2;C0000
dione;01416245;PTTME120;CO;F;3;2020-11-21 16:02:28;2020-11-21 16:02:29;1;C0004
dione;01416246;PTTME006;CO;F;3;2020-11-21 16:03:10;2020-11-21 16:03:12;2;C0000
dione;01416247;POROBOTS;CO;9;3;2020-11-21 16:05:03;2020-11-21 16:05:06;3;C0000
dione;01416248;POIMSCOS;CO;0;3;2020-11-21 16:06:02;2020-11-21 16:06:05;3;C0000
dione;01416249;PTTME120;CO;F;3;2020-11-21 16:06:34;2020-11-21 16:06:35;1;C0004
dione;01416250;PTTME006;CO;F;3;2020-11-21 16:08:08;2020-11-21 16:08:10;2;C0000
dione;01416251;POROBOTS;CO;9;3;2020-11-21 16:10:02;2020-11-21 16:10:05;3;C0000
dione;01416252;POIMSCOS;CO;0;3;2020-11-21 16:11:03;2020-11-21 16:11:06;3;C0000
dione;01416253;PTTME120;CO;F;3;2020-11-21 16:11:41;2020-11-21 16:11:42;1;C0004
dione;01416254;PTTME006;CO;F;3;2020-11-21 16:13:09;2020-11-21 16:13:11;2;C0000
dione;01416255;POROBOTS;CO;9;3;2020-11-21 16:15:02;2020-11-21 16:15:05;3;C0000
dione;01416256;POIMSCOS;CO;0;3;2020-11-21 16:16:03;2020-11-21 16:16:05;2;C0000
dione;01416257;PTTME120;CO;F;3;2020-11-21 16:17:00;2020-11-21 16:17:01;1;C0004
dione;01416258;PTTME006;CO;F;3;2020-11-21 16:18:09;2020-11-21 16:18:11;2;C0000
dione;01416259;POROBOTS;CO;9;3;2020-11-21 16:20:04;2020-11-21 16:20:07;3;C0000
dione;01416260;POIMSCOS;CO;0;3;2020-11-21 16:21:04;2020-11-21 16:21:06;2;C0000
dione;01416261;PTTME120;CO;F;3;2020-11-21 16:22:15;2020-11-21 16:22:16;1;C0004
dione;01416262;PTTME006;CO;F;3;2020-11-21 16:23:08;2020-11-21 16:23:10;2;C0000
dione;01416263;POROBOTS;CO;9;3;2020-11-21 16:25:34;2020-11-21 16:25:37;3;C0000
dione;01416264;POIMSCOS;CO;0;3;2020-11-21 16:26:03;2020-11-21 16:26:05;2;C0000
dione;01416265;PTTME120;CO;F;3;2020-11-21 16:27:30;2020-11-21 16:27:31;1;C0004
dione;01416266;PTTME006;CO;F;3;2020-11-21 16:28:09;2020-11-21 16:28:11;2;C0000
dione;01416267;POROBOTS;CO;9;3;2020-11-21 16:30:02;2020-11-21 16:30:05;3;C0000
dione;01416268;POIMSCOS;CO;0;3;2020-11-21 16:31:03;2020-11-21 16:31:05;2;C0000
dione;01416269;PTTME120;CO;F;3;2020-11-21 16:31:44;2020-11-21 16:31:45;1;C0004
dione;01416270;PTTME006;CO;F;3;2020-11-21 16:33:09;2020-11-21 16:33:11;2;C0000
dione;01416271;POROBOTS;CO;9;3;2020-11-21 16:35:04;2020-11-21 16:35:07;3;C0000
dione;01416272;POIMSCOS;CO;0;3;2020-11-21 16:36:04;2020-11-21 16:36:06;2;C0000
dione;01416273;PTTME120;CO;F;3;2020-11-21 16:36:55;2020-11-21 16:36:56;1;C0004
dione;01416274;PTTME006;CO;F;3;2020-11-21 16:38:08;2020-11-21 16:38:10;2;C0000
dione;01416275;POROBOTS;CO;9;3;2020-11-21 16:40:03;2020-11-21 16:40:06;3;C0000
dione;01416276;POIMSCOS;CO;0;3;2020-11-21 16:41:02;2020-11-21 16:41:04;2;C0000
dione;01416277;PTTME120;CO;F;3;2020-11-21 16:42:08;2020-11-21 16:42:09;1;C0004
dione;01416278;PTTME006;CO;F;3;2020-11-21 16:43:08;2020-11-21 16:43:10;2;C0000
dione;01416279;POROBOTS;CO;9;3;2020-11-21 16:45:04;2020-11-21 16:45:07;3;C0000
dione;01416280;POIMSCOS;CO;0;3;2020-11-21 16:46:03;2020-11-21 16:46:05;2;C0000
dione;01416281;PTTME120;CO;F;3;2020-11-21 16:47:26;2020-11-21 16:47:27;1;C0004
dione;01416282;PTTME006;CO;F;3;2020-11-21 16:48:09;2020-11-21 16:48:11;2;C0000
dione;01416283;POROBOTS;CO;9;3;2020-11-21 16:50:03;2020-11-21 16:50:06;3;C0000
dione;01416284;POIMSCOS;CO;0;3;2020-11-21 16:51:04;2020-11-21 16:51:06;2;C0000
dione;01416285;PTTME120;CO;F;3;2020-11-21 16:51:32;2020-11-21 16:51:33;1;C0004
dione;01416286;PTTME006;CO;F;3;2020-11-21 16:53:08;2020-11-21 16:53:10;2;C0000
dione;01416287;POROBOTS;CO;9;3;2020-11-21 16:55:02;2020-11-21 16:55:05;3;C0000
dione;01416288;POIMSCOS;CO;0;3;2020-11-21 16:56:04;2020-11-21 16:56:06;2;C0000
dione;01416289;PTTME120;CO;F;3;2020-11-21 16:56:48;2020-11-21 16:56:49;1;C0004
dione;01416290;PTTME006;CO;F;3;2020-11-21 16:58:09;2020-11-21 16:58:11;2;C0000
dione;01416291;POROBOTS;CO;9;3;2020-11-21 17:00:03;2020-11-21 17:00:06;3;C0000
dione;01416292;PTTME007;CO;F;3;2020-11-21 17:00:13;2020-11-21 17:00:15;2;C0000
dione;01416293;POIMSCOS;CO;0;3;2020-11-21 17:01:03;2020-11-21 17:01:05;2;C0000
dione;01416294;PTTME120;CO;F;3;2020-11-21 17:02:02;2020-11-21 17:02:03;1;C0004
dione;01416295;PTTME006;CO;F;3;2020-11-21 17:03:09;2020-11-21 17:03:11;2;C0000
dione;01416296;POROBOTS;CO;9;3;2020-11-21 17:05:03;2020-11-21 17:05:06;3;C0000
dione;01416297;POIMSCOS;CO;0;3;2020-11-21 17:06:04;2020-11-21 17:06:07;3;C0000
dione;01416298;PTTME120;CO;F;3;2020-11-21 17:07:23;2020-11-21 17:07:24;1;C0004
dione;01416299;PTTME006;CO;F;3;2020-11-21 17:08:09;2020-11-21 17:08:11;2;C0000
dione;01416300;POROBOTS;CO;9;3;2020-11-21 17:10:03;2020-11-21 17:10:06;3;C0000
dione;01416301;POIMSCOS;CO;0;3;2020-11-21 17:11:02;2020-11-21 17:11:04;2;C0000
dione;01416302;PTTME120;CO;F;3;2020-11-21 17:11:34;2020-11-21 17:11:35;1;C0004
dione;01416303;PTTME006;CO;F;3;2020-11-21 17:13:09;2020-11-21 17:13:11;2;C0000
dione;01416304;POROBOTS;CO;9;3;2020-11-21 17:15:04;2020-11-21 17:15:07;3;C0000
dione;01416305;POIMSCOS;CO;0;3;2020-11-21 17:16:03;2020-11-21 17:16:06;3;C0000
dione;01416306;PTTME120;CO;F;3;2020-11-21 17:16:57;2020-11-21 17:16:58;1;C0004
dione;01416307;PTTME006;CO;F;3;2020-11-21 17:18:09;2020-11-21 17:18:11;2;C0000
dione;01416308;POROBOTS;CO;9;3;2020-11-21 17:20:03;2020-11-21 17:20:05;2;C0000
dione;01416309;POIMSCOS;CO;0;3;2020-11-21 17:21:03;2020-11-21 17:21:05;2;C0000
dione;01416310;PTTME120;CO;F;3;2020-11-21 17:22:10;2020-11-21 17:22:11;1;C0004
dione;01416311;POROBOTS;CO;9;3;2020-11-21 17:25:03;2020-11-21 17:25:06;3;C0000
dione;01416312;PTTME006;CO;F;3;2020-11-21 17:25:09;2020-11-21 17:25:11;2;C0000
dione;01416313;POIMSCOS;CO;0;3;2020-11-21 17:26:03;2020-11-21 17:26:06;3;C0000
dione;01416314;PTTME120;CO;F;3;2020-11-21 17:27:26;2020-11-21 17:27:27;1;C0004
dione;01416315;PTTME006;CO;F;3;2020-11-21 17:28:09;2020-11-21 17:28:11;2;C0000
dione;01416316;POROBOTS;CO;9;3;2020-11-21 17:30:04;2020-11-21 17:30:07;3;C0000
dione;01416317;POIMSCOS;CO;0;3;2020-11-21 17:31:03;2020-11-21 17:31:05;2;C0000
dione;01416318;PTTME120;CO;F;3;2020-11-21 17:32:10;2020-11-21 17:32:11;1;C0004
dione;01416319;PTTME006;CO;F;3;2020-11-21 17:33:09;2020-11-21 17:33:11;2;C0000
dione;01416320;POROBOTS;CO;9;3;2020-11-21 17:35:03;2020-11-21 17:35:06;3;C0000
dione;01416321;POIMSCOS;CO;0;3;2020-11-21 17:36:02;2020-11-21 17:36:05;3;C0000
dione;01416322;PISTAB05;CO;A;3;2020-11-21 17:36:16;2020-11-21 17:36:18;2;C0000
dione;01416323;PTROBOTS;CO;A;3;2020-11-21 17:36:26;2020-11-21 17:36:29;3;C0000
dione;01416324;PTTME120;CO;F;3;2020-11-21 17:36:49;2020-11-21 17:36:50;1;C0004
dione;01416325;PTTME006;CO;F;3;2020-11-21 17:38:08;2020-11-21 17:38:10;2;C0000
dione;01416326;POROBOTS;CO;9;3;2020-11-21 17:40:03;2020-11-21 17:40:06;3;C0000
dione;01416327;POIMSCOS;CO;0;3;2020-11-21 17:41:01;2020-11-21 17:41:04;3;C0000
dione;01416328;PTTME120;CO;F;3;2020-11-21 17:42:02;2020-11-21 17:42:03;1;C0004
dione;01416329;PTTME006;CO;F;3;2020-11-21 17:43:09;2020-11-21 17:43:10;1;C0000
dione;01416330;POROBOTS;CO;9;3;2020-11-21 17:45:03;2020-11-21 17:45:06;3;C0000
dione;01416331;POIMSCOS;CO;0;3;2020-11-21 17:46:03;2020-11-21 17:46:41;38;C0000
dione;01416332;PTTME120;CO;F;3;2020-11-21 17:47:20;2020-11-21 17:47:21;1;C0004
dione;01416333;PTTME006;CO;F;3;2020-11-21 17:48:09;2020-11-21 17:48:11;2;C0000
dione;01416334;POROBOTS;CO;9;3;2020-11-21 17:50:02;2020-11-21 17:50:05;3;C0000
dione;01416335;POIMSCOS;CO;0;3;2020-11-21 17:51:03;2020-11-21 17:51:05;2;C0000
dione;01416336;PTTME120;CO;F;3;2020-11-21 17:52:26;2020-11-21 17:52:27;1;C0004
dione;01416337;PTTME006;CO;F;3;2020-11-21 17:53:09;2020-11-21 17:53:10;1;C0000
dione;01416338;POROBOTS;CO;9;3;2020-11-21 17:55:02;2020-11-21 17:55:05;3;C0000
dione;01416339;POIMSCOS;CO;0;3;2020-11-21 17:56:03;2020-11-21 17:56:05;2;C0000
dione;01416340;PTTME120;CO;F;3;2020-11-21 17:56:50;2020-11-21 17:56:51;1;C0004
dione;01416341;PTTME006;CO;F;3;2020-11-21 17:58:09;2020-11-21 17:58:11;2;C0000
dione;01416342;POROBOTS;CO;9;4;2020-11-21 18:00:03;2020-11-21 18:00:06;3;C0000
dione;01416343;POIMSCOS;CO;0;4;2020-11-21 18:01:04;2020-11-21 18:01:07;3;C0000
dione;01416344;PTTME120;CO;F;4;2020-11-21 18:01:57;2020-11-21 18:01:57;0;C0004
dione;01416345;PTTME006;CO;F;4;2020-11-21 18:03:09;2020-11-21 18:03:11;2;C0000
dione;01416346;POROBOTS;CO;9;4;2020-11-21 18:05:03;2020-11-21 18:05:06;3;C0000
dione;01416347;POIMSCOS;CO;0;4;2020-11-21 18:06:02;2020-11-21 18:06:04;2;C0000
dione;01416348;PTTME120;CO;F;4;2020-11-21 18:07:15;2020-11-21 18:07:16;1;C0004
dione;01416349;PTTME006;CO;F;4;2020-11-21 18:08:09;2020-11-21 18:08:11;2;C0000
dione;01416350;POROBOTS;CO;9;4;2020-11-21 18:10:03;2020-11-21 18:10:06;3;C0000
dione;01416351;POIMSCOS;CO;0;4;2020-11-21 18:11:03;2020-11-21 18:11:05;2;C0000
dione;01416352;PTTME120;CO;F;4;2020-11-21 18:12:16;2020-11-21 18:12:17;1;C0004
dione;01416353;PTTME006;CO;F;4;2020-11-21 18:13:08;2020-11-21 18:13:10;2;C0000
dione;01416354;POROBOTS;CO;9;4;2020-11-21 18:15:03;2020-11-21 18:15:09;6;C0000
dione;01416355;POIMSCOS;CO;0;4;2020-11-21 18:16:02;2020-11-21 18:16:05;3;C0000
dione;01416356;PTTME120;CO;F;4;2020-11-21 18:17:25;2020-11-21 18:17:26;1;C0004
dione;01416357;PTTME006;CO;F;4;2020-11-21 18:18:09;2020-11-21 18:18:12;3;C0000
dione;01416358;POROBOTS;CO;9;4;2020-11-21 18:20:02;2020-11-21 18:20:05;3;C0000
dione;01416359;POIMSCOS;CO;0;4;2020-11-21 18:21:03;2020-11-21 18:21:05;2;C0000
dione;01416360;PTTME120;CO;F;4;2020-11-21 18:21:55;2020-11-21 18:21:56;1;C0004
dione;01416361;PTTME006;CO;F;4;2020-11-21 18:23:08;2020-11-21 18:23:11;3;C0000
dione;01416362;POROBOTS;CO;9;4;2020-11-21 18:25:03;2020-11-21 18:25:05;2;C0000
dione;01416363;POIMSCOS;CO;0;4;2020-11-21 18:26:03;2020-11-21 18:26:08;5;C0000
dione;01416364;PTTME120;CO;F;4;2020-11-21 18:27:10;2020-11-21 18:27:12;2;C0004
dione;01416365;PTTME006;CO;F;4;2020-11-21 18:28:08;2020-11-21 18:28:10;2;C0000
dione;01416366;POROBOTS;CO;9;4;2020-11-21 18:30:03;2020-11-21 18:30:14;11;C0000
dione;01416367;POIMSCOS;CO;0;4;2020-11-21 18:31:04;2020-11-21 18:31:07;3;C0000
dione;01416368;PTTME120;CO;F;4;2020-11-21 18:32:17;2020-11-21 18:32:18;1;C0004
dione;01416369;PTTME006;CO;F;4;2020-11-21 18:33:08;2020-11-21 18:33:10;2;C0000
dione;01416370;POROBOTS;CO;9;4;2020-11-21 18:35:03;2020-11-21 18:35:06;3;C0000
dione;01416371;POIMSCOS;CO;0;4;2020-11-21 18:36:03;2020-11-21 18:36:06;3;C0000
dione;01416372;PTTME120;CO;F;4;2020-11-21 18:36:33;2020-11-21 18:36:34;1;C0004
dione;01416373;PTTME006;CO;F;4;2020-11-21 18:38:09;2020-11-21 18:38:12;3;C0000
dione;01416374;POROBOTS;CO;9;4;2020-11-21 18:40:03;2020-11-21 18:40:09;6;C0000
dione;01416375;POIMSCOS;CO;0;4;2020-11-21 18:41:03;2020-11-21 18:41:07;4;C0000
dione;01416376;PTTME120;CO;F;4;2020-11-21 18:42:26;2020-11-21 18:42:27;1;C0004
dione;01416377;PTTME006;CO;F;4;2020-11-21 18:43:08;2020-11-21 18:43:10;2;C0000
dione;01416378;POROBOTS;CO;9;4;2020-11-21 18:45:03;2020-11-21 18:45:06;3;C0000
dione;01416379;POIMSCOS;CO;0;4;2020-11-21 18:46:03;2020-11-21 18:46:06;3;C0000
dione;01416380;PTTME120;CO;F;4;2020-11-21 18:47:33;2020-11-21 18:47:34;1;C0004
dione;01416381;PTTME006;CO;F;4;2020-11-21 18:48:09;2020-11-21 18:48:13;4;C0000
dione;01416382;POROBOTS;CO;9;4;2020-11-21 18:50:04;2020-11-21 18:50:06;2;C0000
dione;01416383;POIMSCOS;CO;0;4;2020-11-21 18:51:03;2020-11-21 18:51:05;2;C0000
dione;01416384;PTTME120;CO;F;4;2020-11-21 18:51:46;2020-11-21 18:51:47;1;C0004
dione;01416385;PTTME006;CO;F;4;2020-11-21 18:53:08;2020-11-21 18:53:10;2;C0000
dione;01416386;POROBOTS;CO;9;4;2020-11-21 18:55:03;2020-11-21 18:55:08;5;C0000
dione;01416387;POIMSCOS;CO;0;4;2020-11-21 18:56:03;2020-11-21 18:56:05;2;C0000
dione;01416388;PTTME120;CO;F;4;2020-11-21 18:57:03;2020-11-21 18:57:04;1;C0004
dione;01416389;PTTME006;CO;F;4;2020-11-21 18:58:09;2020-11-21 18:58:12;3;C0000
dione;01416390;POROBOTS;CO;9;4;2020-11-21 19:00:03;2020-11-21 19:00:11;8;C0000
dione;01416391;PTTME007;CO;F;4;2020-11-21 19:00:12;2020-11-21 19:00:15;3;C0000
dione;01416392;PTSRPBAA;CO;F;4;2020-11-21 19:00:12;2020-11-21 19:00:15;3;C0000
dione;01416393;PTSRMB03;CO;F;4;2020-11-21 19:00:13;2020-11-21 19:00:20;7;C0000
dione;01416394;POIMSCOS;CO;0;4;2020-11-21 19:01:03;2020-11-21 19:01:07;4;C0000
dione;01416395;PTTME120;CO;F;4;2020-11-21 19:02:20;2020-11-21 19:02:22;2;C0004
dione;01416396;PTTME006;CO;F;4;2020-11-21 19:03:09;2020-11-21 19:03:11;2;C0000
dione;01416397;POROBOTS;CO;9;4;2020-11-21 19:05:03;2020-11-21 19:05:06;3;C0000
dione;01416398;POIMSCOS;CO;0;4;2020-11-21 19:06:04;2020-11-21 19:06:06;2;C0000
dione;01416399;PTTME120;CO;F;4;2020-11-21 19:07:32;2020-11-21 19:07:33;1;C0004
dione;01416400;PTTME006;CO;F;4;2020-11-21 19:08:09;2020-11-21 19:08:11;2;C0000
dione;01416401;POROBOTS;CO;9;4;2020-11-21 19:10:03;2020-11-21 19:10:06;3;C0000
dione;01416402;POIMSCOS;CO;0;4;2020-11-21 19:11:04;2020-11-21 19:11:06;2;C0000
dione;01416403;PTTME120;CO;F;4;2020-11-21 19:11:48;2020-11-21 19:11:49;1;C0004
dione;01416404;PTTME006;CO;F;4;2020-11-21 19:13:10;2020-11-21 19:13:11;1;C0000
dione;01416405;POROBOTS;CO;9;4;2020-11-21 19:15:03;2020-11-21 19:15:06;3;C0000
dione;01416406;POIMSCOS;CO;0;4;2020-11-21 19:17:06;2020-11-21 19:17:10;4;C0000
dione;01416407;PTTME120;CO;F;4;2020-11-21 19:17:10;2020-11-21 19:17:11;1;C0004
dione;01416408;PTTME006;CO;F;4;2020-11-21 19:18:10;2020-11-21 19:18:12;2;C0000
dione;01416409;POROBOTS;CO;9;4;2020-11-21 19:20:03;2020-11-21 19:20:06;3;C0000
dione;01416410;POIMSCOS;CO;0;4;2020-11-21 19:21:02;2020-11-21 19:21:05;3;C0000
dione;01416411;PTTME120;CO;F;4;2020-11-21 19:22:18;2020-11-21 19:22:19;1;C0004
dione;01416412;PTTME006;CO;F;4;2020-11-21 19:23:08;2020-11-21 19:23:10;2;C0000
dione;01416413;POROBOTS;CO;9;4;2020-11-21 19:25:03;2020-11-21 19:25:06;3;C0000
dione;01416414;POIMSCOS;CO;0;4;2020-11-21 19:26:03;2020-11-21 19:26:06;3;C0000
dione;01416415;PTTME120;CO;F;4;2020-11-21 19:26:30;2020-11-21 19:26:31;1;C0004
dione;01416416;PTTME006;CO;F;4;2020-11-21 19:28:09;2020-11-21 19:28:11;2;C0000
dione;01416417;POROBOTS;CO;9;4;2020-11-21 19:30:04;2020-11-21 19:30:06;2;C0000
dione;01416418;POIMSCOS;CO;0;4;2020-11-21 19:31:03;2020-11-21 19:31:06;3;C0000
dione;01416419;PTTME120;CO;F;4;2020-11-21 19:31:48;2020-11-21 19:31:49;1;C0004
dione;01416420;PTTME006;CO;F;4;2020-11-21 19:33:08;2020-11-21 19:33:10;2;C0000
dione;01416421;POROBOTS;CO;9;4;2020-11-21 19:35:04;2020-11-21 19:35:06;2;C0000
dione;01416422;POIMSCOS;CO;0;4;2020-11-21 19:36:16;2020-11-21 19:36:19;3;C0000
dione;01416423;PTTME120;CO;F;4;2020-11-21 19:37:01;2020-11-21 19:37:02;1;C0004
dione;01416424;PTTME006;CO;F;4;2020-11-21 19:38:10;2020-11-21 19:38:12;2;C0000
dione;01416425;POROBOTS;CO;9;4;2020-11-21 19:40:03;2020-11-21 19:40:06;3;C0000
dione;01416426;POIMSCOS;CO;0;4;2020-11-21 19:41:03;2020-11-21 19:41:05;2;C0000
dione;01416427;PTTME120;CO;F;4;2020-11-21 19:42:10;2020-11-21 19:42:11;1;C0004
dione;01416428;PTTME006;CO;F;4;2020-11-21 19:43:08;2020-11-21 19:43:10;2;C0000
dione;01416429;POROBOTS;CO;9;4;2020-11-21 19:45:04;2020-11-21 19:45:07;3;C0000
dione;01416430;POIMSCOS;CO;0;4;2020-11-21 19:46:03;2020-11-21 19:46:05;2;C0000
dione;01416431;PTTME120;CO;F;4;2020-11-21 19:47:28;2020-11-21 19:47:29;1;C0004
dione;01416432;PTTME006;CO;F;4;2020-11-21 19:48:08;2020-11-21 19:48:10;2;C0000
dione;01416433;POROBOTS;CO;9;4;2020-11-21 19:50:02;2020-11-21 19:50:05;3;C0000
dione;01416434;POIMSCOS;CO;0;4;2020-11-21 19:51:02;2020-11-21 19:51:04;2;C0000
dione;01416435;PTTME120;CO;F;4;2020-11-21 19:51:33;2020-11-21 19:51:34;1;C0004
dione;01416436;PTTME006;CO;F;4;2020-11-21 19:53:10;2020-11-21 19:53:12;2;C0000
dione;01416437;POROBOTS;CO;9;4;2020-11-21 19:55:03;2020-11-21 19:55:06;3;C0000
dione;01416438;POIMSCOS;CO;0;4;2020-11-21 19:56:03;2020-11-21 19:56:05;2;C0000
dione;01416439;PTTME120;CO;F;4;2020-11-21 19:56:52;2020-11-21 19:56:53;1;C0004
dione;01416440;PTTME006;CO;F;4;2020-11-21 19:58:08;2020-11-21 19:58:10;2;C0000
dione;01416441;POROBOTS;CO;9;4;2020-11-21 20:00:04;2020-11-21 20:00:07;3;C0000
dione;01416442;POIMSCOS;CO;0;4;2020-11-21 20:01:04;2020-11-21 20:01:06;2;C0000
dione;01416443;PTTME120;CO;F;4;2020-11-21 20:02:05;2020-11-21 20:02:06;1;C0004
dione;01416444;PTTME006;CO;F;4;2020-11-21 20:03:09;2020-11-21 20:03:11;2;C0000
dione;01416445;POROBOTS;CO;9;4;2020-11-21 20:05:02;2020-11-21 20:05:05;3;C0000
dione;01416446;POIMSCOS;CO;0;4;2020-11-21 20:06:03;2020-11-21 20:06:05;2;C0000
dione;01416447;PTTME120;CO;F;4;2020-11-21 20:07:25;2020-11-21 20:07:26;1;C0004
dione;01416448;PTTME006;CO;F;4;2020-11-21 20:08:08;2020-11-21 20:08:10;2;C0000
dione;01416449;POROBOTS;CO;9;4;2020-11-21 20:10:03;2020-11-21 20:10:06;3;C0000
dione;01416450;POIMSCOS;CO;0;4;2020-11-21 20:11:02;2020-11-21 20:11:04;2;C0000
dione;01416451;PTTME120;CO;F;4;2020-11-21 20:11:31;2020-11-21 20:11:32;1;C0004
dione;01416452;PTTME006;CO;F;4;2020-11-21 20:13:08;2020-11-21 20:13:10;2;C0000
dione;01416453;POROBOTS;CO;9;4;2020-11-21 20:15:03;2020-11-21 20:15:08;5;C0000
dione;01416454;POIMSCOS;CO;0;4;2020-11-21 20:16:03;2020-11-21 20:16:06;3;C0000
dione;01416455;PTTME120;CO;F;4;2020-11-21 20:16:48;2020-11-21 20:16:49;1;C0004
dione;01416456;PTTME006;CO;F;4;2020-11-21 20:18:09;2020-11-21 20:18:11;2;C0000
dione;01416457;POROBOTS;CO;9;4;2020-11-21 20:20:04;2020-11-21 20:20:07;3;C0000
dione;01416458;POIMSCOS;CO;0;4;2020-11-21 20:21:03;2020-11-21 20:21:05;2;C0000
dione;01416459;PTTME120;CO;F;4;2020-11-21 20:22:04;2020-11-21 20:22:05;1;C0004
dione;01416460;PTTME006;CO;F;4;2020-11-21 20:23:09;2020-11-21 20:23:11;2;C0000
dione;01416461;POROBOTS;CO;9;4;2020-11-21 20:25:04;2020-11-21 20:25:09;5;C0000
